id,frame,x,y,z
420,91,191.154827,95.871166,119.102706
421,63,188.554665,122.488447,133.460996
422,70,179.408750,169.547866,129.311812
423,92,126.916811,30.547315,49.219475
424,21,103.626226,141.222623,220.546666
425,68,154.764517,163.232586,172.232343
426,76,127.256226,161.896928,198.807027
427,63,55.704769,199.574655,22.623171
428,35,119.296657,158.281024,207.087386
429,52,112.147303,77.724077,155.666511
430,1,103.321558,127.496947,237.918913
431,83,115.638123,172.398998,175.435336
432,86,101.166253,115.428482,224.920804
433,20,129.764056,27.133081,45.468892
434,25,217.813660,97.891200,61.319264
435,13,211.399543,89.032360,53.981684
436,8,202.210190,143.353018,89.598414
437,77,151.070059,76.339904,137.582694
438,65,107.608973,111.734323,227.643206
439,70,186.906162,164.470564,111.994577
440,67,112.026253,171.986404,171.057768
441,47,213.094194,96.608474,61.219877
442,59,210.953707,79.458353,43.196732
443,9,112.070977,166.516862,180.750019
444,35,101.311185,132.176745,231.751019
445,30,118.527763,109.968374,233.148536
446,38,117.982197,162.881186,207.167811
447,12,115.791234,146.505268,233.948810
448,86,149.145608,37.174458,61.457212
449,37,202.435195,145.938979,96.715302
450,16,141.014053,121.291636,250.011254
451,51,144.284908,35.719792,54.143133
452,2,104.790892,98.491723,178.415826
453,91,173.936775,171.687297,126.672112
454,88,148.457032,126.792398,236.119934
455,11,35.799740,85.654356,39.616340
456,2,120.956276,116.958204,252.502043
457,95,110.632461,57.200344,99.748776
458,13,43.038075,72.210495,50.868552
459,88,183.903829,132.138101,140.511363
460,48,134.280646,110.839757,247.278489
461,93,215.736075,92.573409,52.066130
462,9,198.011721,157.694404,103.621058
463,96,105.032629,53.761901,94.672148
464,76,164.090759,92.712061,153.903712
465,26,117.870557,112.067316,243.919064
466,19,105.953089,116.207823,225.328951
467,31,171.714245,155.984285,160.112689
468,85,150.346366,69.387534,134.054408
469,82,182.237718,140.170787,151.174599
470,10,43.731908,151.502170,68.915068
471,11,188.923262,109.768602,128.259677
472,71,204.062531,61.581606,28.226408
473,16,147.419822,146.518296,228.527224
474,52,142.284558,114.803177,255.736102
475,82,212.322895,98.608162,63.127508
476,38,157.410593,114.173352,197.018708
477,46,191.395568,160.159275,114.132024
478,98,130.852871,145.381536,251.046982
479,81,125.746088,30.332187,40.378301
480,28,171.141610,110.865706,169.275339
481,81,194.459451,149.351327,99.695724
482,3,206.441401,59.393377,26.551373
483,30,105.138234,26.152827,21.794789
484,3,213.949742,120.781886,70.261602
485,17,164.621206,174.758080,136.946552
486,82,204.359198,51.873404,22.814928
487,33,111.337538,164.012093,179.050405
488,89,201.897909,153.047399,105.384238
489,39,97.730960,148.671589,196.525954
490,59,57.857561,97.541878,108.541585
491,35,213.503590,89.417465,54.798545
492,50,122.064221,143.700901,246.329328
493,97,168.025931,122.649697,174.748449
494,62,45.052047,75.146153,50.468043
495,5,165.720547,158.616069,167.021972
496,52,188.135024,81.352415,106.887255
497,18,94.025946,147.760533,199.360532
498,78,204.525004,145.398338,101.917729
499,14,103.298400,144.149664,223.283508
500,43,178.769061,171.863821,126.160791
501,47,172.717750,125.459304,180.395335
502,87,184.244154,75.192703,98.872922
503,72,193.574103,120.556367,132.000579
504,92,148.187130,176.964264,148.310398
505,11,182.762031,68.986838,88.466813
506,41,125.703273,115.689771,254.772328
507,5,169.573930,62.239885,85.128932
508,47,171.602733,58.132047,92.480086
509,46,103.032262,143.074806,219.375575
510,6,172.492744,120.038620,178.121312
511,61,109.739239,163.313163,179.684720
512,81,71.801626,30.274771,3.067669
513,29,130.150924,34.669325,52.708013
514,79,151.840796,184.974713,142.413103
515,49,191.039886,33.540761,2.359410
516,26,95.401785,126.720949,210.055039
517,7,93.826362,133.342662,211.201232
518,35,56.030500,72.277682,53.801665
519,39,211.202867,110.352880,71.088355
520,82,152.080190,46.798991,65.697055
521,25,90.712477,25.051991,10.018342
522,53,112.993059,122.101780,238.440594
523,49,209.468323,139.283854,89.821625
524,79,107.338981,162.823424,191.481940
525,9,187.213638,87.924675,112.731986
526,19,190.804753,36.501296,13.407237
527,7,151.250864,184.099058,147.914587
528,4,169.200901,64.633393,88.921540
529,87,102.138663,128.801330,234.748566
530,37,50.272840,199.064055,28.667400
531,69,194.331257,41.316552,8.505941
532,51,93.572576,136.934934,212.406613
533,78,166.370399,97.350871,154.121435
534,65,217.285033,93.438189,58.603380
535,13,131.731810,111.803436,248.982386
536,47,171.894088,100.586224,165.070270
537,16,47.761376,81.686079,44.198396
538,29,160.117630,157.690680,172.226681
539,88,185.238389,84.631749,103.141729
540,15,106.104393,112.633922,227.341981
541,29,52.291222,77.553655,51.327175
542,56,209.449161,76.870763,41.326677
543,78,165.622797,58.414895,81.960257
544,73,145.894554,158.358957,214.645060
545,49,123.127950,115.349560,253.902105
546,90,101.409421,148.867079,197.467592
547,45,198.991341,158.912962,102.945348
548,31,44.694364,175.821520,49.492288
549,58,97.622931,123.418378,215.376063
550,4,214.608009,109.644541,62.938583
551,9,111.338700,112.793918,225.910753
552,76,128.842839,175.407740,161.067369
553,82,187.438323,162.334763,116.483797
554,86,184.731995,74.225219,104.485300
555,98,63.320817,68.067558,66.649680
556,99,118.929177,116.674461,251.244128
557,27,116.955908,163.135479,208.826082
558,78,128.979118,110.337084,237.906232
559,23,126.476324,165.870232,202.399755
560,46,132.358170,112.363734,242.890920
561,9,150.847729,85.772340,183.148716
562,85,142.300893,38.495298,56.383234
563,19,141.623094,161.970718,185.194124
564,84,160.792695,157.815077,170.234434
565,3,150.201650,177.389360,151.116203
566,18,95.169300,27.402805,18.733048
567,16,216.934840,112.591282,67.174415
568,41,157.255767,144.141262,197.015106
569,82,190.888843,125.391649,136.127011
570,34,36.351197,85.960282,37.615236
571,86,105.262244,162.892830,180.703963
572,75,212.335809,119.452320,78.155602
573,33,171.935479,107.669150,171.745653
574,32,170.976395,175.860089,132.111846
575,51,115.603903,25.759188,36.663665
576,16,148.131144,149.112668,212.684355
577,51,192.517276,162.765020,112.636361
578,16,186.018303,136.704697,144.005261
579,32,122.254501,58.332936,111.637997
580,4,189.293359,91.497687,113.707878
581,66,154.833299,96.236506,189.473996
582,22,77.170344,57.837099,77.523048
583,50,150.060861,180.103852,149.805207
584,80,119.784078,159.978794,205.308593
585,54,133.534329,30.945390,47.179863
586,60,95.996825,137.599071,206.292284
587,91,122.401173,180.230905,164.233362
588,33,178.745806,63.909977,93.359187
589,57,206.581319,142.535619,91.983437
590,2,103.163716,153.542706,193.750692
591,9,120.968471,149.189866,232.952887
592,67,127.204892,94.213982,200.389974
593,46,151.390908,44.907464,63.245599
594,58,128.512794,30.211442,45.298072
595,13,200.186508,146.780992,97.626436
596,93,212.173295,123.772761,74.822554
597,9,141.887643,182.080576,155.694746
598,90,193.731868,118.478929,131.038884
599,76,100.114522,135.004876,209.868356
600,47,201.095712,51.214501,26.091022
601,5,135.626518,180.452566,153.724276
602,16,102.394310,123.087334,210.065476
603,72,208.006921,130.319422,84.278734
604,29,211.499769,87.858496,46.411264
605,47,142.474636,69.105231,129.678215
606,91,213.192875,91.961303,55.861341
607,58,129.284765,175.327061,161.050927
608,20,118.149351,159.529317,212.229362
609,49,122.447224,117.487323,251.611352
610,30,128.275795,228.089610,47.564896
611,72,107.547983,114.008676,225.586702
612,81,96.974788,28.683179,17.681933
613,21,87.180963,28.510747,14.851059
614,15,48.707397,128.263563,80.526696
615,49,152.410567,44.219379,71.909535
616,60,151.558483,177.802105,140.734163
617,36,169.196500,58.836351,85.810053
618,78,140.221008,166.739607,189.816583
619,21,170.375592,55.291115,77.804321
620,19,207.990719,63.305434,35.025632
621,83,149.552228,43.895962,67.902652
622,75,115.608637,54.953081,102.092208
623,90,202.682689,44.248246,14.530707
624,5,201.477754,48.303401,21.849480
625,55,211.722871,85.999091,50.101690
626,59,176.299985,64.750958,88.526429
627,46,121.057709,179.334620,168.657418
628,91,16.182938,126.373972,4.117232
629,97,171.549087,172.705735,131.639021
630,75,117.922541,158.233425,207.308545
631,17,179.572595,174.274288,124.046443
632,13,192.411494,94.181824,114.619641
633,23,99.898247,211.510955,69.599675
634,22,180.905049,73.197505,101.582897
635,53,146.383091,65.942883,125.278593
636,71,104.410711,111.177285,227.383112
637,55,203.251778,47.782432,17.687990
638,86,172.488411,96.360483,154.568283
639,37,161.952701,112.912843,199.855921
640,24,215.749686,86.813247,52.441826
641,34,51.790854,118.818938,90.253653
642,74,185.841048,142.006722,150.012762
643,56,216.493408,97.653018,59.341678
644,5,143.466411,65.699528,118.897406
645,30,184.689946,144.855701,154.756396
646,49,136.340063,116.448527,251.080791
647,52,169.756967,108.011845,168.204925
648,0,124.924837,164.876839,201.721006
649,38,215.246686,127.831851,81.220144
650,53,194.474987,31.720031,9.243298
651,36,136.995161,115.993148,254.524616
652,94,102.610721,134.936454,230.366925
653,77,45.176680,188.755702,35.880765
654,76,116.257715,111.232645,232.746144
655,23,118.873239,170.744771,169.876912
656,41,112.912426,173.036887,180.912395
657,37,12.883361,121.555328,4.166109
658,98,116.480198,106.711445,231.768589
659,9,137.367801,33.122616,52.679685
660,68,155.281479,47.975333,69.114921
661,64,169.775671,155.384938,163.362868
662,30,196.650734,161.603934,106.450739
663,34,118.208748,26.166291,38.999612
664,87,149.047570,184.359289,145.486568
665,36,205.750299,63.471779,30.821848
666,64,188.960214,34.305921,7.567602
667,92,90.234458,30.327487,14.339958
668,33,79.573829,27.592761,7.223855
669,95,41.780393,169.733852,53.331561
670,99,95.181418,134.983870,209.757246
671,7,177.120175,173.328279,130.221082
672,59,174.380566,68.841637,94.602408
673,81,165.159132,52.575416,80.349630
674,69,115.987493,138.488840,244.871693
675,18,83.311689,23.093991,3.440919
676,96,120.339329,177.374241,172.247305
677,58,117.334210,171.475339,175.122305
678,1,133.789962,107.854254,245.211575
679,68,179.649676,174.303847,129.759103
680,1,188.043980,111.685798,126.523026
681,67,200.438246,153.222541,108.344463
682,47,161.842164,85.148022,141.129189
683,32,122.104648,181.732556,164.386125
684,99,165.001669,157.609479,169.151197
685,18,123.570330,114.923338,253.915791
686,82,20.030759,117.009140,10.739496
687,74,143.258299,176.717057,148.077840
688,26,181.353912,69.191885,93.059829
689,0,208.615355,122.207227,77.533414
690,62,129.485929,116.039677,253.264715
691,65,156.664078,182.775109,146.835840
692,25,114.436665,134.467272,242.394488
693,13,181.900485,138.390648,151.327055
694,2,131.880205,161.345164,197.855578
695,55,187.998162,137.625960,150.195668
696,73,125.618126,176.402539,172.579870
697,61,168.282034,91.722563,150.489881
698,20,101.056300,125.919699,210.580911
699,71,208.971548,133.618279,84.847525
700,51,195.514171,43.203903,14.309482
701,51,114.331278,110.231136,228.886509
702,11,110.426151,128.256655,230.657107
703,13,204.314838,147.856630,101.878068
704,31,166.873669,156.876422,166.361660
705,81,154.144091,160.117615,178.929227
706,43,180.416312,167.531711,124.900203
707,75,183.769322,76.135165,99.247116
708,55,203.149585,151.408954,94.191915
709,6,144.937072,65.101487,124.604279
710,57,149.099167,43.951967,67.825619
711,94,207.921321,76.135839,43.219494
712,91,100.026661,147.219824,202.334573
713,40,134.011707,184.610252,161.402175
714,29,171.044875,53.393271,82.794282
715,71,109.901285,167.228336,181.359966
716,14,201.962578,47.542443,23.760981
717,50,190.868348,167.227656,116.059261
718,99,114.355770,134.257405,243.108735
719,37,42.435002,128.620034,88.368134
720,25,81.116900,23.255298,5.487021
721,55,192.233233,95.366007,114.452384
722,10,30.802916,100.571634,26.998945
723,48,189.481310,110.546701,131.480390
724,42,60.890738,216.267180,10.899444
725,88,209.524425,121.711170,75.704310
726,95,197.973775,148.725178,101.004930
727,37,167.719041,159.668272,165.397450
728,10,40.679937,82.956223,45.478551
729,0,135.826566,64.603122,121.554593
730,51,160.360479,179.890487,140.361954
731,68,103.455497,29.838920,27.708685
732,60,64.355745,64.330262,62.833998
733,70,191.769458,40.160451,12.328953
734,88,129.369921,33.111771,41.623898
